no,movie,content,rate
14329843,툼레이더,알리샤의 라인 말고는 남는게 없다.,1
14329842,인크레더블 2,가족영화의 전형임. 잭잭!,8
14329841,어벤져스: 인피니티 워,"정말 재밌었고, 큰 변화가 있을거라 예상됩니다.마블 진짜 큰일을 저질렀네요~후후기대됩니다^^",9
14329840,마녀,"표값 1만 1천원어치 쓰레기라고 보면 된다 ""저한테 왜 이러시는 건데요..."" 같은 대사들로만 족히 한시간 지껄인다 제발 욕심 내지 말고 영어 대사를 뺏어야 했다",1
14329839,호텔 아르테미스,스타일리쉬함.조디포스터  소피아부텔라 연기 좋음,8
14329838,아수라,꽃이지고 봄인걸 알았습니다,10
14329837,앤트맨과 와스프,즐겁고 재미있었어요~,10
14329836,웨이크필드,사람에 따라 나이대에 따라 느끼는게 다른 영화인것 같다 10대인 나는 그냥 tv 무료영화라서 봤는데 솔직히 집에도 안들어가고 뭐하는건지 모르겠다,4
14329835,앤트맨과 와스프,애들하고 보면 딱인 영화,8
14329834,인크레더블 2,9살 아들이 너무 즐겁게 봤네요. 잭잭이 아주 귀엽네요.,10
14329833,레드라인,작화가 맘에 듭니당..ㅎㅎ,10
14329832,아수라,재개봉하면 가족들과 보러갈께요,10
14329831,인크레더블 2,즐겁고 재미있음 추천해요,8
14329830,아수라,영화가 실제로 현실에서 보는군요,8
14329828,아수라,장르 구분이 틀렸잖아. 다큐치고 이렇게 잼있는 영화는 없다.,10
14329826,클레멘타인,감동적인 내용이네요후속작은 없나요,10
14329825,마녀,재밌는데 가족끼리 보긴 조금 잔인하네요 ㅎㅎ,8
14329824,동급생,"처음엔 느리지만 쿠사카베에게 점점 스며들어간다. 사죠도, 보는이들도",10
14329823,아수라,감독님존경합니다아수라 재개봉갑시다,10
14329822,너의 이름은.,"몇년만에 로그인해서 평점 남기네요. 몇년만에 나도 모르게 눈물이 나오는...봐야지하고 봐야지하고 기다리다 드디어 오늘 보고 평점 남깁니다. 뭐라 한마디로 표현못할 , 마음을 울리는 애니매이션 추천 합니다.",10
14329821,킬링 디어,최오의 영화스릴러시러하면보지마시길괜히욕하지마시고,10
14329820,쥬라기 월드: 폴른 킹덤,굿~~~재밌게 봤음ㅋ,10
14329819,앤트맨과 와스프,"최악의 영화, 마블역사상 치욕이 될듯",2
14329818,인크레더블 2,아이들과 보기에 손색없는 애니~~^^,10
14329817,아수라,소아성애자 명예살인하는자 집단 성폭행하는자가 이 영화를 좋아함,1
14329816,곤지암,"지루하고, 스토리도 없고..",1
14329815,인크레더블 2,기대안하고봤는데 완전 잼있어요,10
14329814,인크레더블 2,생각보단... 많이 재미있진않네요,6
14329813,인크레더블 2,잼있게 봤네요~5살7살 아이들과 같이 봤네요~,10
14329812,아수라,얼굴외에는 타고나지 않았지!,2
14329811,인크레더블 2,인크레더블 하지는 않은 히어로 무비,6
14329810,탐정: 리턴즈,올해 한국영화중 제일 재밌게봄시리즈로 계속 나왔음 좋겠음광수도 계속 나오고,10
14329809,리틀 포레스트,음식으로 힐링되는 영화,8
14329808,열한번째 엄마,김혜수란 배우가 이렇게 연기를 잘한다는걸 예전엔 미처 몰랐네..,10
14329807,스카이스크래퍼,존잼 ㅠㅠ 꼭보세요 .. 가장의 위엄이란 ..,10
14329806,아수라,최고의 다큐 영화 상을 받아 마땅합니다!,10
14329805,아수라,감독 당신 나랑 일해볼생각없는가?,10
14329804,아수라,확실히 밝혀진것도 없는데 설레발들 치는 꼬라지좀 봐 ㅋㅋㅋ 나중에 이불킥이나 하지마라 ㅋㅋㅋ,1
14329803,인크레더블 2,애들이랑 같이 봤는데몰입도 흥미도 최고입니다다들 보세요~^^,10
14329802,아수라,재평가가 시급한 영화입니다.,10
14329801,탐정: 리턴즈,"잼있네요 연기도 좋고,,,,",10
14329800,아수라,OOO7월22일부로 알았다아수라가 리얼다큐 영화였다는..다시봐야겠네,8
14329799,화이 : 괴물을 삼킨 아이,아들이 괴물을 보지 않았으면 하는 부정의 또다른 표현,9
14329798,아수라,크..말이필요없는 다큐멘터리 영화,10
14329797,인크레더블 2,기대한 만큼 재미있었습니다.,10
14329796,이별의 아침에 약속의 꽃을 장식하자,"작화,성우진,전체적인 스토리 모두 괜찮았는데 전개가 진짜 말아먹었다. 보면서 왜 이게 이렇게 가냐 하는 부분들이 너무 많았고 갑작스러운게 너무 많다보니 진짜 좀 짜증났음.",6
14329794,인크레더블 2,그냥그저그럭저봤어요 쩝,6
14329793,앤트맨과 와스프,난 왜 인피니티 워보다 이게 더 재밌지? 마블 영화 중 최고가 아닐까,10
14329792,인크레더블 2,재미쪄재미쪄재미쩌재미쩌,10
14329791,아수라,성지순례왔습니다 내년에 친구많게 해주세요,10
14329790,아수라,알고 만든 영화였네요.,10
14329789,아수라,그알 재조명 다시감상합니다,10
14329788,"나는 내일, 어제의 너와 만난다",역사와 군사 관계에선 일본을 증오하지만 이 영화는 너무 좋다,10
14329787,데자뷰,아.. 네 최악입니다 ㅎㅎ 지금 영화라고 만든거죠?,1
14329786,"오늘 밤, 로맨스 극장에서",일요일 아침 7시에라도 보길 잘했다는 생각이~♡,10
14329785,아수라,이재명 때문에 결제하고 봄 명작이었네,10
14329784,인크레더블 2,넘 재미있어요~~~강추,10
14329783,인크레더블 2,기다린보람이있네요 재밌어요,10
14329782,아수라,명작을 몰라봐서 죄송합니다....,10
14329781,하이힐,짠하다ㅠ더이상 젠더들을 비웃지 않겠다!!,8
14329780,인크레더블 2,기대가 커서인지 쏘쏘한 느낌이네요.,8
14329779,아수라,이런걸 10점 안주면 뭐를 10점 줌jQuery22407362977435985177_1532244031249 다큐 대박,10
14329778,인크레더블 2,어떻게 변함 없이 재밌다.,10
14329776,아수라,이재명 경기지사 의 이야기를 미리알고 만든영화,10
14329774,인크레더블 2,너무너무 오랫동안 기다려왔어요ㅠㅜㅠ 가족들 다같이 나올때 소름ㅜㅜㅜ,10
14329773,아수라,이재명의 다큐멘터리 그자체,10
14329772,스파이더맨: 홈커밍,ㅎㅎ존잼꿀잼 빨리 2편 나왔음 좋겠다,10
14329771,아수라,성지순례왔음 ..소름 끼친다,10
14329770,레버넌트: 죽음에서 돌아온 자,"영화라기보다, 인간의 생존 의지를 다룬 처절하고 지독한 다큐",9
14329769,원라인,이걸 왜 영화관에서 못봤을까 ㅠㅠ,10
14329768,아수라,죄송합니다. 영화를 단지 영화로만 판단했었습니다ㅜㅜ..이렇게 사회를 담아내다니요. 이건 예술입니다.,10
14329767,호텔 아르테미스,꿀잠보장 2시간 버릴수있어서 10점,10
14329766,인크레더블 2,정말 잼나게 봤어요.애들도 대만족~^^,10
14329765,아수라,재밌게봤습니다...,10
14329764,인크레더블 2,지루할틈없이 잼나게 잘봤음. 다음 편도 기다려지는 인크레더블 ^^,10
14329762,아수라,다큐라고 진작 알려주셨음 극장가서 봤을텐데요....,10
14329760,아수라,망하고 나서야 명작인줄알았습니다.,10
14329759,빅샤크: 매직체인지,중간까진 재밌어요 ㅎ저도 재밌더라구요. 바닷속 풍경이나 스토리요. 근데 뒤로 갈수록.. ㅠㅠ 화면전환이나 끝 마무리가 너무 올드한 느낌이요. 그래도 4살아들은 재밌게 봤네요.,8
14329758,데드풀 2,그냥 그런정도입니다 별로임,6
14329757,아수라,다시 한 번 봐봅니다!!!,10
14329756,인크레더블 2,어쩜이리 가족 관계에 대한 디테일이,10
14329755,빅샤크: 매직체인지,별반개도아까움 중간중간 흐름다끊기고엔딩크레딧 노래도안나옴ㅋ황당4살아이가 재미없다고 나가고싶다고 이야기함,1
14329754,아수라,대박 진짜예요? 다큐?,10
14329753,아수라,최고의 다큐. 100점드림,10
14329752,인크레더블 2,너무 재미있게 잘봤어요,8
14329751,아수라,안남시가 성남시라메? ㅋㅋㅋ,10
14329750,대부 3,3탄이 젤 안지루하네...인생 새옹지마...,8
14329749,인크레더블 2,어른이 봐도 넘 재밌어요~,10
14329748,분노,믿음과 불신의 한 끗 차이~ 이미 배신했음에도 동정과 배려에 대한 분노!,6
14329747,인크레더블 2,아이와 함께 중간중간 지루함도있지만 곧 즐거움으로 몰입시켜주네요. 음악도 쫄깃하고 좋았어요!,8
14329746,인크레더블 2,아이둘이봤는데 2시간이20분처럼느질만큼너무재미있었다네요ㅎㅎ,10
14329745,아수라,재밌었습니다 최고!!,10
14329744,그것,하여튼 리메이크는 믿을게 못된다.,1
14329743,미스 슬로운,"초반에 어려운 미국법률용어같은거 나와서 머리아픈데.... 조금만 참고 보자, 충분한 보상이 따를 것이다.",10
14329742,호텔 아르테미스,재미 없다. 여자 어깨는 멋있었다.,3
14329741,아수라,실화 현 정치판을 다큐로 만들어버리는 클라쓰,10
14329739,곤지암,에휴 시간낭비 그냥 OO,3
14329738,앤트맨과 와스프,애들이 좋아할만한 영화네요,7
14329737,인크레더블 2,눈을뗄수없이 집중할수있었어요,8
14329736,인크레더블 2,아이어른 할것없이 너무 재밌어요,10
14329735,인크레더블 2,잼있어요 애들도 좋아해요,10
14329733,앤트맨과 와스프,혼자 봤는데 몰입도 좋네요 ㅎㅎ,10
14329731,앤트맨과 와스프,재밌았어용 ㅎㅎ 역시 오락영화는 마블,10
14329730,킬링 디어,"보고 좀 짖어라카메라 촛점, 음악이 모든 상징을 영화가 그러하도록 만들어 준다",10
14329729,아수라,망하고 나서야 명작인줄 알았습니다,10
14329727,앤트맨과 와스프,기대안하고 봐야 잼나요,8
14329726,인크레더블 2,아이들이너무 좋아해요 인크레더블3도 해주세요,10
14329725,아수라,자서전영화일줄이야;;재개봉가즈아,10
14329724,아수라,한국의 화씨 911실화 다큐멘터리잠시도 눈을 뗄 수가 없다,10
14329722,쥬라기 월드: 폴른 킹덤,배 떠날때  둘리엄마 모습 너무 슬펐음,6
14329721,지구를 지켜라!,"솔직하 유튜브에 비웃음사고있는 짜장면 배달왔는데, 총꺼내서 다 쏴죽이는 연출이랑 다를게 무엇인지? 후반부에 가면 어떤 사연이 나오는데 이마저도 그냥 몽타주로 제시되고, 그냥 다 죽어버려 식의 어리광으로 끝나버림. 독특한 영화가 아니라 걍 질서없는 영화",4
14329720,인크레더블 2,좋다. 어벤져스보다 흥미로웠다.,9
14329719,아이 캔 온리 이매진,무슨영화지 모르고 평점만 보고 봤다가 당황,1
14329718,앤트맨과 와스프,갑자기 사라져 버린 와스프때문에 놀란 앤트맨!!!,10
14329716,아수라,실화냐?덜덜덜ㄷㄷㄷ,10
14329715,여중생A,망작망작망작망작망작,1
14329714,아수라,"이읍읍, 은읍읍, 아수라",10
14329713,인크레더블 2,내가 첫 인크레더블을 봤을때 애니메이션이 정말 이렇게 재미있을수 있고 기발하구나 느꼈던 감정을 2편에서도 똑같이 느꼈다는건 정말 이 영화의 대단한 점이다.,10
14329711,너브,"신선한 소재..진부한 주제와 결말, 과정에는 억지투성이. 5점 주고 싶은데, 평점 조절용으로 1점",1
14329710,아수라,이거 장르가 다큐였나요...?,10
14329709,인크레더블 2,gooood!!!!,10
14329708,아수라,"""경기도 성남"" 이라는 원제목.",9
14329707,아수라,평좀 조정하자 9점은 돼야지~ ㄹㅇ 띵작,10
14329706,아수라,대박입니다 사실일줄이야,10
14329705,아수라,와.. 실화바탕이라 살떨리게 봤음,10
14329703,인크레더블 2,가족과 함께 보기 좋은 영화~ 잼있어요~,10
14329702,인크레더블 2,어린시절의 추억을 다시한번 떠올리게 해주셔서 감사합니다,10
14329701,인크레더블 2,"유치원생, 초등학생 딸들이 재밌게 봤네요!",10
14329700,아수라,"장난하냐? 이것도 영화라고 ㅋㅋ ㅋㅋ... 이건 ""역사""다...",10
14329699,아수라,성남시 모시장과 도지사가 떠오르네요,10
14329698,싱글라이더,현실적이면서도 안타까운인간의 나약함과 본능에 충실한,10
14329697,마녀,와진짜 짱잼존잼딸기잼 잼잼도리도리잼잼 너무잼있당 ㅠㅠ,10
14329696,인크레더블 2,애들과 어른이모두좋아합니다,10
14329695,앤트맨과 와스프,"초반은 좀 지루감이 없지 않아 있었는데.,중반부터 웃기면서 재밉게 본것 같아요",8
14329693,인크레더블 2,실망시키지 않을 만큼 재밌어요!! 굿 ~~,10
14329692,허스토리,우리 민족이 꼭 기억해야할 역사적 사실이며 사과를 받기를 간절히 바랍니다.,10
14329691,아수라,아 돈주고봤다가 욕했는데 또 돈주고본다,10
14329690,오만과 편견,잔잔하니 다른로맨스랑 다르게 좋았다,10
14329689,킬링 디어,"""눈에는 눈 이에는 이"" 라는 말의 의미",10
14329688,마녀,소재가 참신해서 좋았어요! 기대이상이여서 재밋게 봤습니당!,9
14329687,인크레더블 2,너무 재미있어요.1이 재미있어서 보았는데 2도 기대이상이네요.,9
14329686,마녀,너무 기대가컸다 내 선택을 후회한다 연기는좋다 스토리는 별루다 한 일년은 한국영화 안볼듯하다,2
14329685,탐정: 리턴즈,글쎄요..이영화를보고 재미있다는분들-저는 이해못합니다. 아직까지 이런 시나리오로 영화가 제작된다는것이 슬픈현실입니다. 아래 재미 있다는분들은 순전히 제생각이지만 출연연예인의 광팬으로 손짓하나에도 좋아하시는 분들이라는 생각이네요^^,1
14329684,마녀,중반지나면서 몰입 최고. 신선한 액션. 재미있다. 조연중 역활이 어울리지 않은 캐릭터들이 있어 조금 아쉬움,9
14329683,인크레더블 2,재밌음. 처음 만두는 왜 나오는건지,8
14329682,아수라,이거 실화라면서요? ㅋㅋ,10
14329681,아수라,실제 주인공을 대입해서 다시 감상하니 몰입도가 엄청납니다. 이 살인더위에도 등에 서늘한 식은땀이 흘렀습니다.  내 인생의 최고의 다큐 입니다.,10
